Scientific Name,Status
Merionoeda hirsuta,Only in Natuurpunt
Meripilus giganteus,Only in Natuurpunt
Merismodes anomala,Only in Natuurpunt
Merismodes confusa,Only in Natuurpunt
Merlangius merlangus,Only in Natuurpunt
Mermessus trilobatus,Only in Natuurpunt
Mermitelocerus schmidtii,Only in Natuurpunt
Merodon equestris,Only in Natuurpunt
Merodon ruficornis,Only in Natuurpunt
Merodon rufus,Only in Natuurpunt
Merops apiaster,Only in Natuurpunt
Merops persicus,Only in Natuurpunt
Merrifieldia baliodactylus,Only in Natuurpunt
Merrifieldia leucodactyla,Only in Natuurpunt
Merrifieldia tridactyla,Only in Natuurpunt
Meruliopsis taxicola,Only in Natuurpunt
Merzomyia westermanni,Only in Natuurpunt
Mesapamea secalella,Only in Natuurpunt
Mesapamea secalis,Only in Natuurpunt
Mesembrina meridiana,Only in Natuurpunt
Mesembryanthemum crystallinum,Only in Natuurpunt
Mesembryanthemum nodiflorum,Only in Natuurpunt
Mesocoelopus niger,Only in Natuurpunt
Mesoleptus laevigatus,Only in Natuurpunt
Mesoleptus vigilatorius,Only in Natuurpunt
Mesoleuca albicillata,Only in Natuurpunt
Mesoligia furuncula,Only in Natuurpunt
Mesoneura opaca,Only in Natuurpunt
Mesophleps silacella,Only in Natuurpunt
Mesoplodon bidens,Only in Natuurpunt
Mesopodopsis slabberi,Only in Natuurpunt
Mesopolobus tibialis,Only in Natuurpunt
Mesopsocus fuscifrons,Only in Natuurpunt
Mesopsocus immunis,Only in Natuurpunt
Mesopsocus laticeps,Only in Natuurpunt
Mesopsocus unipunctatus,Only in Natuurpunt
Mesosa curculionoides,Only in Natuurpunt
Mesosa nebulosa,Only in Natuurpunt
Mesostenus funebris,Only in Natuurpunt
Mesotaenium caldariorum,Only in Natuurpunt
Mesotaenium chlamydosporum,Only in Natuurpunt
Mesotaenium macrococcum,Only in Natuurpunt
Mesotype didymata,Only in Natuurpunt
Mesotype parallelolineata,Only in Natuurpunt
Mesovelia furcata,Only in Natuurpunt
Meta menardi,Only in Natuurpunt
Metacantharis discoidea,Only in Natuurpunt
Metalampra cinnamomea,Only in Natuurpunt
Metalampra italica,Only in Natuurpunt
Metalimnobia bifasciata,Only in Natuurpunt
Metalimnobia quadrimaculata,Only in Natuurpunt
Metalimnobia quadrinotata,Only in Natuurpunt
Metalimnobia zetterstedti,Only in Natuurpunt
Metallus albipes,Only in Natuurpunt
Metallus lanceolatus,Only in Natuurpunt
Metallus pumilus,Only in Natuurpunt
Metasequoia glyptostroboides,Only in Natuurpunt
Metasia ophialis,Only in Natuurpunt
Metasphaeria acorella,Only in Natuurpunt
Metatrichia floriformis,Only in Natuurpunt
Metatrichia vesparia,Only in Natuurpunt
Metatrichoniscoides leydigii,Only in Natuurpunt
Metatropis rufescens,Only in Natuurpunt
Metellina mengei,Only in Natuurpunt
Metellina merianae,Only in Natuurpunt
Metellina segmentata,Only in Natuurpunt
Metendothenia atropunctana,Only in Natuurpunt
Meteorus cinctellus,Only in Natuurpunt
Meteorus colon,Only in Natuurpunt
Meteorus ictericus,Only in Natuurpunt
Methocha articulata,Only in Natuurpunt
Metidiocerus elegans,Only in Natuurpunt
Metidiocerus rutilans,Only in Natuurpunt
Metoecus paradoxus,Only in Natuurpunt
Metopeurum fuscoviride,Only in Natuurpunt
Metopia argentata,Only in Natuurpunt
Metopia argyrocephala,Only in Natuurpunt
Metopius citratus,Only in Natuurpunt
Metopius dentatus,Only in Natuurpunt
Metopius fuscipennis,Only in Natuurpunt
Metopobactrus prominulus,Only in Natuurpunt
Metopolophium dirhodum,Only in Natuurpunt
Metopoplax ditomoides,Only in Natuurpunt
Metopoplax fuscinervis,Only in Natuurpunt
Metopsia clypeata,Only in Natuurpunt
Metreletus balcanicus,Only in Natuurpunt
Metridium dianthus,Only in Natuurpunt
Metridium senile,Only in Natuurpunt
Metrioptera brachyptera,Only in Natuurpunt
Metriotes lutarea,Only in Natuurpunt
Metylophorus nebulosus,Only in Natuurpunt
Metzgeria conjugata,Only in Natuurpunt
Metzgeria furcata,Only in Natuurpunt
Metzgeria temperata,Only in Natuurpunt
Metzgeria violacea,Only in Natuurpunt
Metzneria aestivella,Only in Natuurpunt
Metzneria lappella,Only in Natuurpunt
Metzneria metzneriella,Only in Natuurpunt
Mibora minima,Only in Natuurpunt
Micarea denigrata,Only in Natuurpunt
Micarea micrococca,Only in Natuurpunt
Micarea misella,Only in Natuurpunt
Micarea viridileprosa,Only in Natuurpunt
Micaria dives,Only in Natuurpunt
Micaria formicaria,Only in Natuurpunt
Micaria fulgens,Only in Natuurpunt
Micaria pulicaria,Only in Natuurpunt
Micaria subopaca,Only in Natuurpunt
Micrargus herbigradus,Only in Natuurpunt
Micrargus subaequalis,Only in Natuurpunt
Micrasema longulum,Only in Natuurpunt
Micrasema minimum,Only in Natuurpunt
Micrasterias americana,Only in Natuurpunt
Micrasterias apiculata,Only in Natuurpunt
Micrasterias compereana,Only in Natuurpunt
Micrasterias crux-melitensis,Only in Natuurpunt
Micrasterias decemdentata,Only in Natuurpunt
Micrasterias denticulata,Only in Natuurpunt
Micrasterias jenneri,Only in Natuurpunt
Micrasterias papillifera,Only in Natuurpunt
Micrasterias rotata,Only in Natuurpunt
Micrasterias thomasiana,Only in Natuurpunt
Micrasterias truncata,Only in Natuurpunt
Microbotryum anomalum,Only in Natuurpunt
Microbotryum cordae,Only in Natuurpunt
Microbotryum kuehneanum,Only in Natuurpunt
Microbotryum lychnidis-dioicae,Only in Natuurpunt
Microbotryum marginale,Only in Natuurpunt
Microbotryum parlatorei,Only in Natuurpunt
Microbotryum pustulatum,Only in Natuurpunt
Microbotryum saponariae,Only in Natuurpunt
Microbotryum scorzonerae,Only in Natuurpunt
Microbotryum silenes-dioicae,Only in Natuurpunt
Microbotryum stellariae,Only in Natuurpunt
Microbotryum tragopogonis-pratensis,Only in Natuurpunt
Microbotryum violaceum,Only in Natuurpunt
Microbryum curvicolle,Only in Natuurpunt
Microbryum davallianum,Only in Natuurpunt
Microbryum rectum,Only in Natuurpunt
Microcara testacea,Only in Natuurpunt
Microcarbo pygmaeus,Only in Natuurpunt
Microcera coccophila,Only in Natuurpunt
Microchirus variegatus,Only in Natuurpunt
Microchrysa cyaneiventris,Only in Natuurpunt
Microchrysa flavicornis,Only in Natuurpunt
Microchrysa polita,Only in Natuurpunt
Microdeutopus gryllotalpa,Only in Natuurpunt
Microdon analis,Only in Natuurpunt
Microdon devius,Only in Natuurpunt
Microdon major,Only in Natuurpunt
Microdon mutabilis,Only in Natuurpunt
Microdon myrmicae,Only in Natuurpunt
Microdynerus exilis,Only in Natuurpunt
Microdynerus nugdunensis,Only in Natuurpunt
Microgloma guilonardi,Only in Natuurpunt
Microglossum olivaceum,Only in Natuurpunt
Microlasioptera flexuosa,Only in Natuurpunt
Microlejeunea ulicina,Only in Natuurpunt
Microlestes maurus,Only in Natuurpunt
Microlestes minutulus,Only in Natuurpunt
Microlinyphia impigra,Only in Natuurpunt
Microlinyphia pusilla,Only in Natuurpunt
Microlophium carnosum,Only in Natuurpunt
Micromitrium tenerum,Only in Natuurpunt
Micrommata virescens,Only in Natuurpunt
Micromonodon tener,Only in Natuurpunt
Micromorphus claripennis,Only in Natuurpunt
Micromus angulatus,Only in Natuurpunt
Micromus paganus,Only in Natuurpunt
Micromus variegatus,Only in Natuurpunt
Micronecta minutissima,Only in Natuurpunt
Micronecta poweri,Only in Natuurpunt
Micronecta scholtzi,Only in Natuurpunt
Microneta viaria,Only in Natuurpunt
Microon sahlbergi,Only in Natuurpunt
Micropeza corrigiolata,Only in Natuurpunt
Micropeza lateralis,Only in Natuurpunt
Micropeziza mollisioides,Only in Natuurpunt
Microplana scharffi,Only in Natuurpunt
Microplana terrestris,Only in Natuurpunt
Microplontus molitor,Only in Natuurpunt
Micropodia pteridina,Only in Natuurpunt
Micropogonias undulatus,Only in Natuurpunt
Microporella ciliata,Only in Natuurpunt
Microporus nigrita,Only in Natuurpunt
Microprotopus maculatus,Only in Natuurpunt
Micropterix aruncella,Only in Natuurpunt
Micropterix aureatella,Only in Natuurpunt
Micropterix calthella,Only in Natuurpunt
Micropterix mansuetella,Only in Natuurpunt
Micropterix schaefferi,Only in Natuurpunt
Micropterix tunbergella,Only in Natuurpunt
Microscolex phosphoreus,Only in Natuurpunt
Microscypha grisella,Only in Natuurpunt
Microsoma exiguum,Only in Natuurpunt
Microstomus kitt,Only in Natuurpunt
Microstroma album,Only in Natuurpunt
Microstroma juglandis,Only in Natuurpunt
Microtendipes pedellus,Only in Natuurpunt
Microthyrium ciliatum,Only in Natuurpunt
Microthyrium cytisi,Only in Natuurpunt
Microthyrium ilicinum,Only in Natuurpunt
Microthyrium macrosporum,Only in Natuurpunt
Microthyrium microscopicum,Only in Natuurpunt
Microthyrium pinophyllum,Only in Natuurpunt
Microthyrium versicolor,Only in Natuurpunt
Microtus agrestis,Only in Natuurpunt
Microtus arvalis,Only in Natuurpunt
Microtus subterraneus,Only in Natuurpunt
Microtypus wesmaelii,Only in Natuurpunt
Microvelia buenoi,Only in Natuurpunt
Microvelia pygmaea,Only in Natuurpunt
Microvelia reticulata,Only in Natuurpunt
Micrurapteryx kollariella,Only in Natuurpunt
Mielichhoferia mielichhoferiana,Only in Natuurpunt
Mikiola fagi,Only in Natuurpunt
Milax gagates,Only in Natuurpunt
Milesina blechni,Only in Natuurpunt
Milesina dieteliana,Only in Natuurpunt
Milesina kriegeriana,Only in Natuurpunt
Milesina murariae,Only in Natuurpunt
Milesina scolopendrii,Only in Natuurpunt
Milium effusum,Only in Natuurpunt
Miltochrista miniata,Only in Natuurpunt
Milvago chimachima,Only in Natuurpunt
Milvus migrans,Only in Natuurpunt
Milvus milvus,Only in Natuurpunt
Mimachlamys varia,Only in Natuurpunt
Mimas tiliae,Only in Natuurpunt
Mimela junii,Only in Natuurpunt
Mimesa bruxellensis,Only in Natuurpunt
Mimesa equestris,Only in Natuurpunt
Mimesa lutaria,Only in Natuurpunt
Mimulus cupreus,Only in Natuurpunt
Mimulus guttatus,Only in Natuurpunt
Mimulus luteus,Only in Natuurpunt
Mimulus moschatus,Only in Natuurpunt
Mimulus ringens,Only in Natuurpunt
Mimumesa beaumonti,Only in Natuurpunt
Mimumesa dahlbomi,Only in Natuurpunt
Mimumesa littoralis,Only in Natuurpunt
Minettia longipennis,Only in Natuurpunt
Minicia marginella,Only in Natuurpunt
Minimedusa pubescens,Only in Natuurpunt
Minoa murinata,Only in Natuurpunt
Mintho rufiventris,Only in Natuurpunt
Minucia lunaris,Only in Natuurpunt
Minyriolus pusillus,Only in Natuurpunt
Mioxena blanda,Only in Natuurpunt
Mirabella albifrons,Only in Natuurpunt
Mirabilis jalapa,Only in Natuurpunt
Miricatena prunicola,Only in Natuurpunt
Miridius quadrivirgatus,Only in Natuurpunt
Mirificarma interrupta,Only in Natuurpunt
Mirificarma lentiginosella,Only in Natuurpunt
Mirificarma mulinella,Only in Natuurpunt
Miris striatus,Only in Natuurpunt
Miscanthus sacchariflorus,Only in Natuurpunt
Miscanthus sinensis,Only in Natuurpunt
Misgurnus anguillicaudatus,Only in Natuurpunt
Misgurnus bipartitus,Only in Natuurpunt
Misgurnus fossilis,Only in Natuurpunt
Misopates calycinum,Only in Natuurpunt
Misopates orontium,Only in Natuurpunt
Misumena vatia,Only in Natuurpunt
Mitoplinthus caliginosus,Only in Natuurpunt
Mitopus morio,Only in Natuurpunt
Mitostoma chrysomelas,Only in Natuurpunt
Mitrophora semilibera,Only in Natuurpunt
Mitrula paludosa,Only in Natuurpunt
Miyagia pseudosphaeria,Only in Natuurpunt
Mnemiopsis leidyi,Only in Natuurpunt
Mniaecia jungermanniae,Only in Natuurpunt
Mniotype adusta,Only in Natuurpunt
Mniotype satura,Only in Natuurpunt
Mniotype solieri,Only in Natuurpunt
Mnium hornum,Only in Natuurpunt
Mnium marginatum,Only in Natuurpunt
Mnium stellare,Only in Natuurpunt
Mocydia crocea,Only in Natuurpunt
Mocydiopsis attenuata,Only in Natuurpunt
Modiola caroliniana,Only in Natuurpunt
Modiolus barbatus,Only in Natuurpunt
Modiolus modiolus,Only in Natuurpunt
Moebelia penicillata,Only in Natuurpunt
Moehringia trinervia,Only in Natuurpunt
Moelleria costulata,Only in Natuurpunt
Moenchia erecta,Only in Natuurpunt
Moerella donacina,Only in Natuurpunt
Moesziomyces bullatus,Only in Natuurpunt
Mogulones geographicus,Only in Natuurpunt
Mogulones raphani,Only in Natuurpunt
Moitrelia obductella,Only in Natuurpunt
Mola mola,Only in Natuurpunt
Molanna angustata,Only in Natuurpunt
Molgula manhattensis,Only in Natuurpunt
Molinia caerulea,Only in Natuurpunt
Mollisia amenticola,Only in Natuurpunt
Mollisia aquosa,Only in Natuurpunt
Mollisia caespiticia,Only in Natuurpunt
Mollisia cinerea,Only in Natuurpunt
Mollisia cinerella,Only in Natuurpunt
Mollisia clavata,Only in Natuurpunt
Mollisia coerulans,Only in Natuurpunt
Mollisia discolor,Only in Natuurpunt
Mollisia escharodes,Only in Natuurpunt
Mollisia fusca,Only in Natuurpunt
Mollisia humidicola,Only in Natuurpunt
Mollisia hydrophila,Only in Natuurpunt
Mollisia ligni,Only in Natuurpunt
Mollisia lividofusca,Only in Natuurpunt
Mollisia lycopi,Only in Natuurpunt
Mollisia melaleuca,Only in Natuurpunt
Mollisia palustris,Only in Natuurpunt
Mollisia perelegans,Only in Natuurpunt
Mollisia pilosa,Only in Natuurpunt
Mollisia plantaginis,Only in Natuurpunt
Mollisia ramealis,Only in Natuurpunt
Mollisia rosae,Only in Natuurpunt
Mollisia sparganii,Only in Natuurpunt
Mollisia spectabilis,Only in Natuurpunt
Mollisia ventosa,Only in Natuurpunt
Mollisina rubi,Only in Natuurpunt
Mollisiopsis lanceolata,Only in Natuurpunt
Mollugo verticillata,Only in Natuurpunt
Molophilus appendiculatus,Only in Natuurpunt
Molophilus ater,Only in Natuurpunt
Molophilus bifidus,Only in Natuurpunt
Molophilus bihamatus,Only in Natuurpunt
Molophilus curvatus,Only in Natuurpunt
Molophilus griseus,Only in Natuurpunt
Molophilus medius,Only in Natuurpunt
Molophilus niger,Only in Natuurpunt
Molophilus obscurus,Only in Natuurpunt
Molophilus ochraceus,Only in Natuurpunt
Molophilus propinquus,Only in Natuurpunt
Molophilus serpentiger,Only in Natuurpunt
Molops piceus,Only in Natuurpunt
Molorchus minor,Only in Natuurpunt
Moma alpium,Only in Natuurpunt
Mompha bradleyi,Only in Natuurpunt
Mompha conturbatella,Only in Natuurpunt
Mompha divisella,Only in Natuurpunt
Mompha epilobiella,Only in Natuurpunt
Mompha idaei,Only in Natuurpunt
Mompha jurassicella,Only in Natuurpunt
Mompha lacteella,Only in Natuurpunt
Mompha langiella,Only in Natuurpunt
Mompha locupletella,Only in Natuurpunt
Mompha miscella,Only in Natuurpunt
Mompha ochraceella,Only in Natuurpunt
Mompha propinquella,Only in Natuurpunt
Mompha raschkiella,Only in Natuurpunt
Mompha sturnipennella,Only in Natuurpunt
Mompha subbistrigella,Only in Natuurpunt
Mompha terminella,Only in Natuurpunt
Monacha cantiana,Only in Natuurpunt
Monacha cartusiana,Only in Natuurpunt
Monachoides incarnatus,Only in Natuurpunt
Monalocoris filicis,Only in Natuurpunt
Monaphis antennata,Only in Natuurpunt
Monarda didyma,Only in Natuurpunt
Monardis plana,Only in Natuurpunt
Monarthropalpus flavus,Only in Natuurpunt
Monascostroma innumerosum,Only in Natuurpunt
Monerolechia badia,Only in Natuurpunt
Monilinia aucupariae,Only in Natuurpunt
Monilinia fructigena,Only in Natuurpunt
Monilinia johnsonii,Only in Natuurpunt
Monilinia laxa,Only in Natuurpunt
Monilinia mespili,Only in Natuurpunt
Monobella grassei,Only in Natuurpunt
Monocephalus castaneipes,Only in Natuurpunt
Monocephalus fuscipes,Only in Natuurpunt
Monochamus galloprovincialis,Only in Natuurpunt
Monochamus sartor,Only in Natuurpunt
Monochroa arundinetella,Only in Natuurpunt
Monochroa conspersella,Only in Natuurpunt
Monochroa cytisella,Only in Natuurpunt
Monochroa divisella,Only in Natuurpunt
Monochroa hornigi,Only in Natuurpunt
Monochroa lucidella,Only in Natuurpunt
Monochroa lutulentella,Only in Natuurpunt
Monochroa moyses,Only in Natuurpunt
Monochroa niphognatha,Only in Natuurpunt
Monochroa palustrellus,Only in Natuurpunt
Monochroa servella,Only in Natuurpunt
Monochroa suffusella,Only in Natuurpunt
Monochroa tenebrella,Only in Natuurpunt
Monochroa tetragonella,Only in Natuurpunt
Monocorophium insidiosum,Only in Natuurpunt
Monodictys paradoxa,Only in Natuurpunt
Monodon monoceros,Only in Natuurpunt
Monodontomerus aeneus,Only in Natuurpunt
Monodontomerus obscurus,Only in Natuurpunt
Monomorium pharaonis,Only in Natuurpunt
Mononychus punctumalbum,Only in Natuurpunt
Monophadnus pallescens,Only in Natuurpunt
Monopis crocicapitella,Only in Natuurpunt
Monopis imella,Only in Natuurpunt
Monopis laevigella,Only in Natuurpunt
Monopis monachella,Only in Natuurpunt
Monopis obviella,Only in Natuurpunt
Monopis weaverella,Only in Natuurpunt
Monostegia abdominalis,Only in Natuurpunt
Monosynamma maritimum,Only in Natuurpunt
Monotropa hypopitys,Only in Natuurpunt
Monsoma pulveratum,Only in Natuurpunt
Monsonia brevirostrata,Only in Natuurpunt
Montacuta substriata,Only in Natuurpunt
Montagnula perforans,Only in Natuurpunt
Montescardia tessulatellus,Only in Natuurpunt
Montia arvensis,Only in Natuurpunt
Montia fontana,Only in Natuurpunt
Monticola saxatilis,Only in Natuurpunt
Morchella dunensis,Only in Natuurpunt
Morchella elata,Only in Natuurpunt
Morchella vulgaris,Only in Natuurpunt
Mordellistena neuwaldeggiana,Only in Natuurpunt
Mordellistena variegata,Only in Natuurpunt
Mordellochroa abdominalis,Only in Natuurpunt
Morellia aenescens,Only in Natuurpunt
Morellia simplex,Only in Natuurpunt
Moricandia arvensis,Only in Natuurpunt
Morimus asper,Only in Natuurpunt
Morlina glabra,Only in Natuurpunt
Mormo maura,Only in Natuurpunt
Morophaga choragella,Only in Natuurpunt
Morpho menelaus,Only in Natuurpunt
Morus alba,Only in Natuurpunt
Morus bassanus,Only in Natuurpunt
Morus nigra,Only in Natuurpunt
Morychus aeneus,Only in Natuurpunt
Motacilla cinerea,Only in Natuurpunt
Motacilla citreola,Only in Natuurpunt
Motacilla flava,Only in Natuurpunt
Mucilago crustacea,Only in Natuurpunt
Mucor mucedo,Only in Natuurpunt
Mucronella calva,Only in Natuurpunt
Mucronella flava,Only in Natuurpunt
Muehlenbeckia complexa,Only in Natuurpunt
Muellerianella fairmairei,Only in Natuurpunt
Muhlenbergia mexicana,Only in Natuurpunt
Muirodelphax aubei,Only in Natuurpunt
Mulinia lateralis,Only in Natuurpunt
Mullus surmuletus,Only in Natuurpunt
Multiclavula vernalis,Only in Natuurpunt
Muntiacus reevesi,Only in Natuurpunt
Mus musculus,Only in Natuurpunt
Musa basjoo,Only in Natuurpunt
Musca autumnalis,Only in Natuurpunt
Musca domestica,Only in Natuurpunt
Muscardinus avellanarius,Only in Natuurpunt
Muscari armeniacum,Only in Natuurpunt
Muscari atlanticum,Only in Natuurpunt
Muscari aucheri,Only in Natuurpunt
Muscari azureum,Only in Natuurpunt
Muscari botryoides,Only in Natuurpunt
Muscari comosum,Only in Natuurpunt
Muscari latifolium,Only in Natuurpunt
Muscari neglectum,Only in Natuurpunt
Muscicapa striata,Only in Natuurpunt
Muscina levida,Only in Natuurpunt
Muscina prolapsa,Only in Natuurpunt
Muscina stabulans,Only in Natuurpunt
Muscinupta laevis,Only in Natuurpunt
Musculus discors,Only in Natuurpunt
Musculus subpictus,Only in Natuurpunt
Musotima nitidalis,Only in Natuurpunt
Mustela putorius,Only in Natuurpunt
Mustelus asterias,Only in Natuurpunt
Mutilla europaea,Only in Natuurpunt
Mutinus caninus,Only in Natuurpunt
Mutinus ravenelii,Only in Natuurpunt
Mya arenaria,Only in Natuurpunt
Mya truncata,Only in Natuurpunt
Myagrum perfoliatum,Only in Natuurpunt
Myathropa florea,Only in Natuurpunt
Mycale micracanthoxea,Only in Natuurpunt
Mycena abramsii,Only in Natuurpunt
Mycena acicula,Only in Natuurpunt
Mycena aciculata,Only in Natuurpunt
Mycena adonis,Only in Natuurpunt
Mycena adscendens,Only in Natuurpunt
Mycena aetites,Only in Natuurpunt
Mycena alba,Only in Natuurpunt
Mycena albidolilacea,Only in Natuurpunt
Mycena amicta,Only in Natuurpunt
Mycena arcangeliana,Only in Natuurpunt
Mycena aurantiomarginata,Only in Natuurpunt
Mycena belliae,Only in Natuurpunt
Mycena bulbosa,Only in Natuurpunt
Mycena capillaripes,Only in Natuurpunt
Mycena capillaris,Only in Natuurpunt
Mycena chlorantha,Only in Natuurpunt
Mycena cinerella,Only in Natuurpunt
Mycena citrinomarginata,Only in Natuurpunt
Mycena clavata,Only in Natuurpunt
Mycena clavicularis,Only in Natuurpunt
Mycena clavularis,Only in Natuurpunt
Mycena corynephora,Only in Natuurpunt
Mycena crocata,Only in Natuurpunt
Mycena diosma,Only in Natuurpunt
Mycena epipterygia,Only in Natuurpunt
